# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
PWY-7483: elloramycin biosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7133041649	0	0
PWY-7527: L-methionine salvage cycle III	553.7966246725	62.039796678	3.1135320641	8.7584448521	15.2081302144	141.6538281508	27.1304953409	28.7079939673	24.2122570956	3.7442006517	27.5559957688	55.6338479271	17.8783141542	3.5584716585	4.6012024019	5.3239441971
PWY-7527: L-methionine salvage cycle III|unclassified	552.931182268	59.5201464199	3.1135291318	8.758435055	15.2064428259	141.642319149	27.1288698795	28.7074666188	24.2107968505	3.738376688	27.5232904579	55.6324531728	17.877841751	3.5578106383	4.6011787256	5.32385914
PWY-7528: L-methionine salvage cycle I (bacteria and plants)	92.8703015262	43.6333291313	3.2376976424	8.6302801451	12.5779544152	59.3118817185	23.7756398246	13.9896727798	20.0238899573	4.0492078689	25.0921793981	40.1491373081	17.0988496394	3.7776909432	4.8078609818	5.7515970585
PWY-7528: L-methionine salvage cycle I (bacteria and plants)|unclassified	92.8510497939	42.4585887728	3.237695303	8.6302714974	12.5769181982	59.3100473204	23.7745049751	13.9895589335	20.022981999	4.0425640925	25.0686632396	40.1485915197	17.0949977806	3.7763790071	4.8078525762	5.7492637515
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	2538.0904267939	1274.0927579979	1028.6020813362	1031.5918377715	1020.0325550457	1429.0021296977	1472.1321731239	1115.0186722325	1252.0942120022	865.7550466851	1019.0184466348	1598.6441053856	868.3401458645	1329.2314514664	815.6266992032	1142.3925121745
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	4.9791055393	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	7.4081226933	0	0	0	0	0
PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)|unclassified	2502.0637918528	1264.5393264246	1028.6020813362	1029.6049357372	1016.0501648393	1409.4436951816	1463.7720050824	1113.0473974627	1243.3024092781	865.300813554	982.3002299247	1597.4855639697	867.6313928252	1322.3407251237	814.7434366814	1136.2976427686
PWY-7546: diphthamide biosynthesis (eukaryotes)	0	0	0	0	0	0.4229090133	0	0	0.2783374726	0	0	0	0	0	0	0
PWY-7546: diphthamide biosynthesis (eukaryotes)|unclassified	0	0	0	0	0	0.4229090133	0	0	0.2783374726	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II	4428.4607289166	2188.9130591362	1670.5545164804	1482.6160747878	1821.1658997957	2463.2773876963	2603.5708393066	1628.4235137594	2388.6080763602	1360.5944726457	1683.8256076583	2641.2342577819	1431.4357473193	2089.2165490816	1283.7322923315	1668.2944448336
PWY-7560: methylerythritol phosphate pathway II|g__Oscillatoria.s__Oscillatoria_acuminata	9.9097351787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|g__Streptomyces.s__Streptomyces_chartreusis	0	2.9421733358	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7560: methylerythritol phosphate pathway II|unclassified	4392.4637325607	2175.7405994525	1670.5545164804	1482.0682379051	1811.7257576904	2454.9423098861	2590.8029844992	1626.2739844308	2379.2568264441	1358.1611683288	1677.1659687138	2633.9121846737	1425.5361053188	2075.398124835	1282.319834088	1653.7084649401
PWY-7562: 3,6-anhydro-&alpha;-L-galactopyranose degradation	2.6721405914	2.5240130694	2.5018173644	1.8309280069	2.294477936	1.5992481036	2.5367002921	5.7350270694	4.6793757687	2.0385427302	0.3448686284	4.0924523956	0.6696508792	1.9144507131	1.5021326582	1.3495675442
PWY-7562: 3,6-anhydro-&alpha;-L-galactopyranose degradation|unclassified	2.6721405914	2.5240130694	2.5018173644	1.8309280069	2.294477936	1.5992481036	2.5367002921	5.7350270694	4.6793757687	2.0385427302	0.3448686284	4.0923041085	0.6696508792	1.9143599758	1.5021326582	1.3495675442
PWY-7579: phycourobilin biosynthesis	7.2540412244	5.5209388256	0	0	9.0317539636	0	0	0	3.3674997009	0	0	2.5090611785	0	0	0	0
PWY-7579: phycourobilin biosynthesis|g__Oscillatoria.s__Oscillatoria_nigro_viridis	2.2219138809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7579: phycourobilin biosynthesis|unclassified	2.7616840675	5.5091025592	0	0	9.0317539636	0	0	0	3.3674997009	0	0	2.5090611785	0	0	0	0
PWY-7592: arachidonate biosynthesis III (metazoa)	0	0	0	0.3737448519	0	0	0	0	0	0	0	0	0.3134336424	0	0	0
PWY-7592: arachidonate biosynthesis III (metazoa)|unclassified	0	0	0	0.3737448519	0	0	0	0	0	0	0	0	0.3134336424	0	0	0
PWY-7596: superpathway of stearidonate biosynthesis (cyanobacteria)	7.1073307288	4.8375790954	12.4142265584	0	30.4309805707	1.5647699228	9.8200195293	0	4.5805626639	20.2830797264	5.9997525404	7.4749410072	6.4729151992	14.8461621457	0	7.3625594806
PWY-7596: superpathway of stearidonate biosynthesis (cyanobacteria)|unclassified	7.107283212	4.8373789339	12.41414268	0	30.4286669222	1.5647675874	9.8199322157	0	4.580541713	20.2823020597	5.9993689259	7.4748770862	6.4726406751	14.844571336	0	7.3620475208
PWY-7606: docosahexaenoate biosynthesis III (mammals)	0	0	0	0	0	0	0	0	0	0	0	0	0.5955569945	0	0	0
PWY-7606: docosahexaenoate biosynthesis III (mammals)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0.5955568874	0	0	0
PWY-7616: methanol oxidation to carbon dioxide	131.9905899171	105.8025349386	91.3753806426	35.710312105	26.6550765981	27.7999807727	24.2896114148	15.3950211573	14.2412801897	77.6817275322	12.5077840295	154.5698431351	71.9323504908	118.9446056244	61.3564735009	85.5671472961
PWY-7616: methanol oxidation to carbon dioxide|unclassified	131.8273157276	105.8025349386	91.3753806426	35.710312105	26.6550765981	27.7999807727	24.2896114148	15.3950211573	14.2412801897	77.6817275322	12.5077840295	139.5962298091	71.9323504908	118.9446056244	61.3564735009	85.5671472961
PWY-7619: juniperonate biosynthesis	0	0	0	0.8554925174	0	0.23056388	0	0	0	0	0.2739702537	0	0.5166785133	0	0.7818694622	0.7780948339
PWY-7619: juniperonate biosynthesis|unclassified	0	0	0	0.8554925174	0	0.23056388	0	0	0	0	0.2739702537	0	0.5166785133	0	0.7818694622	0.7780948339
PWY-7644: heparin degradation	13.3175368274	7.6176315833	9.8733167245	4.4157524143	19.6283499611	8.1258284612	21.5198322442	6.1939191426	9.8812567274	17.5304394492	17.4599850486	5.8549600494	4.8568664226	5.5801147279	8.497591312	9.8712486674
PWY-7644: heparin degradation|unclassified	13.3175368274	7.6176315833	9.8733167245	4.4157524143	19.6283499611	8.1258284612	21.5198322442	6.1939191426	9.8812567274	17.5304394492	17.4599850486	5.8549600494	4.8564527005	5.5801147279	8.497591312	9.8712486674
PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis	0	0	0	0	0	0	0.5263365098	0.295818608	0	0.7346779127	0	0	0	0.6557081234	0	0
PWY-7654: (8E,10E)-dodeca-8,10-dienol biosynthesis|unclassified	0	0	0	0	0	0	0.5263365098	0.2958186043	0	0.7346776177	0	0	0	0.6557035824	0	0
PWY-7663: gondoate biosynthesis (anaerobic)	10757.2953271902	5124.088541222	4560.8738660689	4555.3101018476	4159.927164694	5228.8696008271	5491.2224344154	4189.4767548259	4758.7828596302	4184.7609320749	3177.8287638333	6233.2132881744	3687.8453794031	4980.1737180234	3099.7440372895	4697.1265589974
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0316374995
PWY-7663: gondoate biosynthesis (anaerobic)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	15.6742772969	49.4034081508	0	54.3356875319
PWY-7663: gondoate biosynthesis (anaerobic)|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6353673549	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Gillisia.s__Gillisia_limnaea	2.9101491451	0	0	37.2234009638	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	11.0506764533	0	6.532426007	11.726281826	10.5505343973	0	22.991868767
PWY-7663: gondoate biosynthesis (anaerobic)|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	1.9032513878	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2114403823
PWY-7663: gondoate biosynthesis (anaerobic)|g__Nostoc.s__Nostoc_punctiforme	0	12.3178685337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Oscillatoria.s__Oscillatoria_acuminata	8.6365170326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.2645512434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	10.152676355	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	7.6443971872	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	2.9108422615	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0293740959	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	3.3499010599	0	0	0	0	0	0	0	0	0	0	0	4.0903223052	2.8171428391	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Sorangium.s__Sorangium_cellulosum	1.0297841802	0	0	0	0	0	0	0	0	0	0	0	3.745234751	7.15246025	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	35.9680354941	5.3380782918	34.5537379762	0	0	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	0	0	0	2.0711080428	0	0	0	0	0
PWY-7663: gondoate biosynthesis (anaerobic)|unclassified	10594.778820065	5085.1883103797	4560.3935642025	4510.3947807417	4141.1905338421	5184.573932549	5441.5626321493	4180.8654071854	4721.1297268396	4148.473691163	3106.0208031953	6213.1673252898	3646.115559344	4858.4652905886	3088.3221134278	4575.4003065728
PWY-7664: oleate biosynthesis IV (anaerobic)	7145.4106669599	3063.0406420947	2621.8525619608	3196.1315623199	2927.1979419699	3487.3597449141	3749.9206381449	2962.5917531037	3343.4561158224	2735.9695487196	2331.2742638387	3839.7810765866	2200.7330480392	3034.6025110383	1968.9682076195	2946.1260593959
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3770426866
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	20.4656584558	0	14.6575851163
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	3.058604652	0	4.6422975753	5.1961067838	8.8564200331	0	15.5571357039
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	6.4297372092	0	0	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	2.262533333	0	0
PWY-7664: oleate biosynthesis IV (anaerobic)|unclassified	7098.6229607158	3035.5671572503	2621.0965398598	3181.4861289001	2921.4201023896	3473.6096200424	3735.6034579541	2959.2857690516	3330.2340093129	2716.0611157582	2239.154130413	3816.3052197329	2157.2206230207	2933.3520183257	1965.9159095356	2817.9852364051
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	2829.3054017047	1507.5833338225	1320.0835680731	1091.4315223098	916.0227690333	984.3952494721	1112.9634633472	802.4148607906	831.906067664	1317.5337150358	538.1897705666	1871.8290123757	1055.930007172	1544.9995910177	980.4320200712	1453.3538188946
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)|unclassified	2822.2977486374	1503.8515825019	1318.7602696975	1086.3146734261	915.7426758997	983.1611561186	1111.7333632943	802.2389823484	831.6530420562	1314.0713093469	530.1899275096	1863.139915493	1051.9453739751	1537.5060108504	978.1432562612	1448.245298504
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	5390.8018225349	2669.6544927909	2487.6454611024	2419.4969893095	2709.4778866166	3582.6655603754	3725.8512674165	2728.5653064702	3360.4559132247	1992.3383719543	2402.2624276895	3395.2556643776	1995.4662073567	2698.480295265	1620.9473702762	2287.3632631508
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9515830574	0	3.736778199
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|unclassified	5296.5350304072	2641.8910827723	2487.2462418055	2407.2190960743	2701.6126926738	3564.5784878402	3686.2217382343	2724.2039010263	3337.5904536081	1976.303209765	2310.1738753964	3372.2142766261	1961.062873286	2609.3271367873	1615.5357309179	2186.1180106121
PWY-882: L-ascorbate biosynthesis I (L-galactose pathway)	1.3874960702	0	0	1.7139298001	0	0	1.0863759154	1.296718785	0	0	0	0	2.22996392	0	0.7885429854	0
PWY-882: L-ascorbate biosynthesis I (L-galactose pathway)|unclassified	1.3874875483	0	0	1.713922424	0	0	1.0863757375	1.296718785	0	0	0	0	2.2299624877	0	0.7885428291	0
PWY-922: mevalonate pathway I	305.286851239	119.5490959054	122.3918276027	243.3165444441	220.1661746256	274.100590784	306.1249111263	319.0366143554	316.2460515875	60.1006137149	160.5049162643	135.3158988647	67.368227755	93.9353720883	28.9465888223	37.9011219989
PWY-922: mevalonate pathway I|unclassified	304.750192664	119.524525222	122.3916781427	241.9665975379	220.1623747074	274.100590784	305.7359830262	319.0366143554	316.2460515875	60.0389674288	160.47906982	135.3056789074	63.104020014	91.4559541389	28.941560334	37.8847099285
PWY0-1061: superpathway of L-alanine biosynthesis	1272.3260856363	562.8428159494	289.059320185	410.2070490838	603.2507640113	458.629618023	638.5885949837	562.2940298775	605.6588774228	227.9284109116	361.7387316939	474.0033886898	254.4689994562	435.2327067626	233.9804794823	348.3633295568
PWY0-1061: superpathway of L-alanine biosynthesis|g__Microcoleus.s__Microcoleus_vaginatus	3.1804889268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.4489261763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|g__Streptomyces.s__Streptomyces_chartreusis	0	3.7102495435	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1061: superpathway of L-alanine biosynthesis|unclassified	1271.6547667796	526.5094070702	289.0586830018	409.9586572126	602.9550427776	458.3541084224	638.1452559667	562.1689568292	605.3881782502	227.864324347	361.4868415085	473.88725899	251.8880704128	416.4369046358	233.9282973959	345.7883483786
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	370.302500717	227.8729563421	256.7294749712	227.1724077783	278.7089909146	391.1347919203	503.3069409166	353.0021769385	399.4984409233	332.7658735608	169.7688659096	268.1400699943	210.0763009919	285.7150668256	247.8301697195	383.8636301048
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4887755111
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis|unclassified	363.4503466495	223.7534104533	256.7294749712	227.1724077783	278.7089909146	391.061116279	503.2598282277	352.9847314986	399.4984409233	319.3061126088	169.7688659096	262.551613525	205.9313836445	269.4316650012	247.7809250158	363.8240980477
PWY0-1261: anhydromuropeptides recycling	2337.043000343	1017.3012900394	1053.4046055326	951.3995028182	898.8273100396	1234.3673557718	1313.6377711029	938.643294502	1182.7882474192	1031.7289662395	885.4287704817	1464.3553517038	838.9887426516	1209.7859282354	788.9188044848	1080.7567383597
PWY0-1261: anhydromuropeptides recycling|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9607117627	0
PWY0-1261: anhydromuropeptides recycling|unclassified	2326.7084080397	1006.3798974861	1053.3985968608	951.0309021737	891.9727332551	1231.0030407523	1311.8363994713	936.929848454	1180.4457134346	1031.4225664861	883.0449452195	1453.1417519225	836.827845219	1200.6652651674	787.6315861408	1070.1897406354
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	85.8307124668	162.0017675462	66.0877128141	19.7332407959	14.6984529071	57.8245266667	60.505966375	9.9176816773	9.8937242959	52.198983349	11.0162309402	121.3067311192	119.7598980896	132.71096096	33.0779148899	105.8625977328
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation|unclassified	85.8258816752	161.9906436604	66.0877128141	19.7332407959	14.6889019716	56.6120489006	60.5010575808	9.9176816773	9.893604665	52.1240227912	11.0162309402	121.2675842342	119.7598980896	132.7027114144	33.0779148899	105.7104370357
PWY0-1296: purine ribonucleosides degradation	3782.3416008062	2408.085713035	2042.0784421263	1825.0309930374	1734.1522605075	2319.9029644553	2151.951195735	1879.1944102932	2065.4493816625	1303.1924913463	1930.1624778653	3330.1869776109	1804.4249132011	2744.2685120935	1275.870707847	1862.0424233976
PWY0-1296: purine ribonucleosides degradation|g__Bacillus.s__Bacillus_megaterium	0	1.5684517141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4820983843	0
PWY0-1296: purine ribonucleosides degradation|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	7.7362653324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	0	0	2.3673128395	1.8041237113	5.0697866002	0	4.5319831986
PWY0-1296: purine ribonucleosides degradation|g__Paenisporosarcina.s__Paenisporosarcina_sp_TG_14	13.6650966782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	13.9565828936	0	3.8703928737	2.4326672459	4.4889059895	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	1.7611539752	0	0	0
PWY0-1296: purine ribonucleosides degradation|unclassified	3758.3712624913	2392.0248260643	2041.646990316	1817.9921982404	1720.6452879173	2319.9029644553	2147.2460496227	1877.1804767538	2061.3927242817	1299.1846283009	1930.1624778653	3327.0374914724	1798.2381959969	2732.9718669264	1272.2377794384	1856.4776986581
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	3402.1757337146	2237.6389923704	1914.1511959078	1663.3595178785	1608.9562544191	2112.5229273233	1992.2825038659	1742.8683887747	1898.6473497973	1263.9693163679	1840.7110258905	3111.0993856543	1694.5286858776	2600.6947338881	1240.6202336976	1760.4771423524
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Bacillus.s__Bacillus_megaterium	0	1.5923785061	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2850906045	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	9.775634939	0	3.6171313001	0	2.4514477161	0	0	0	0	0	0	0
PWY0-1297: superpathway of purine deoxyribonucleosides degradation|unclassified	3379.6906557208	2223.1264807897	1913.6001080896	1659.9426196598	1596.546776215	2112.5229273233	1988.4887483251	1741.1691169057	1895.2537890968	1259.9673715536	1840.7110258905	3108.0909099225	1689.1083209102	2588.0019509893	1237.1557928974	1754.9108092104
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	1795.5874922385	1308.2627284149	928.8865296436	629.4425354819	617.8577285099	881.9210423353	985.319885092	648.4745673732	862.2488894729	684.7401816911	866.5857749644	1523.100803298	844.8477930722	1238.2970373102	628.1317289795	928.8303242942
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	0	0	2.9443036876	0	2.4140548392	0	0	0	0	0	0	0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation|unclassified	1788.472697375	1298.6721481737	928.7932664677	629.4425354819	603.7390744787	866.1149987208	982.3830841866	648.3600735843	860.0518001666	683.6037075424	866.5857749644	1518.4629711247	844.0133425926	1234.1140420535	627.0741891582	925.986659538
PWY0-1319: CDP-diacylglycerol biosynthesis II	4104.7661280632	2051.4959300286	1634.5865651862	1726.5620735453	1649.6416558418	2303.0307766604	2451.5541565574	1852.4235539193	2218.184036399	1370.3732939446	1587.3218630506	2556.8472123409	1433.2814559156	2146.6941836874	1121.099779317	1679.1339591063
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	1.3042060646	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Nostoc.s__Nostoc_punctiforme	0	1.9963400433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Oscillatoria.s__Oscillatoria_acuminata	6.2132051208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	2.203704979	0	0	0	0	0	0	0	0	0	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|g__Sorangium.s__Sorangium_cellulosum	0	0	1.4779235175	0	0	0	0	0	0	0	0	0	3.9227336201	3.5451966601	0	0
PWY0-1319: CDP-diacylglycerol biosynthesis II|unclassified	4084.409264636	2039.296254258	1633.4503683102	1703.5519930534	1643.7355671651	2301.8398255405	2429.4882876916	1839.6650425517	2193.5934194885	1370.159371437	1582.8822673809	2547.2252369111	1424.1689641585	2131.0810730518	1118.1059121688	1667.9960113578
PWY0-1338: polymyxin resistance	5.2544675693	7.5242513133	11.4034483765	16.1845772809	18.8044259034	45.1332522801	71.8941264412	24.7192313918	92.9661564807	39.2403312335	21.3918310059	14.8490539799	8.5182878084	12.7843749532	16.5605303417	17.6897127903
PWY0-1338: polymyxin resistance|unclassified	5.2544675693	7.5242513133	11.4034483765	16.1845772809	18.8044259034	45.1332522801	71.8941264412	24.7192313918	92.9661564807	38.5735398992	21.3918310059	14.8490539799	8.5182878084	12.7843749532	16.5605303417	17.6897127903
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III	2918.4901042007	1413.6061286285	1183.6212642237	1367.491229844	1470.7658749704	1669.8453287888	1773.0987449348	1355.943879261	1434.5182001147	1223.6302045431	999.1913281236	1598.9285015027	859.4400357389	1255.0324806704	921.0086559023	1150.8926415443
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.7367444098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme biosynthesis from uroporphyrinogen-III|unclassified	2898.1473323745	1405.5716038164	1183.6007604656	1363.1292909368	1467.7800915421	1668.1378783905	1767.7999822681	1354.1944203146	1427.6302353055	1222.0194864756	980.6043845116	1595.8229284372	858.0937235954	1249.817181423	919.8445747647	1147.4677346443
PWY0-1479: tRNA processing	3142.6426485333	1288.6353208392	913.4746530146	1184.1355090746	1233.5501750478	1780.9980266746	1939.2907292686	1404.7111316111	1558.6862785716	918.0814258513	799.7775263738	1664.7734879192	846.3625618028	1180.9962810476	595.2494144371	1126.6894163493
PWY0-1479: tRNA processing|unclassified	3024.2409123622	1270.975623075	913.4543042283	1162.6352178259	1223.0446734774	1744.8349884661	1904.8852891324	1402.2627165558	1540.3057468108	894.8758163099	781.54046572	1607.1627560055	831.7105090818	1139.8123899634	567.3352830492	1086.0962161434
PWY0-1533: methylphosphonate degradation I	9.08510127	3.3827234707	1.1757445907	2.0706381234	1.9082414612	0.491984853	1.2154342341	0.9742970729	1.4398047602	0.4097112365	0.4551630485	5.463592608	1.4419233096	1.6284891229	0	1.4847356993
PWY0-1533: methylphosphonate degradation I|unclassified	9.08510127	3.3827234707	1.1757445907	2.0706381234	1.9082414612	0.491984853	1.2154342341	0.9742970729	1.4398047602	0.4097112365	0.4551630485	5.463592608	1.4419233096	1.5480540615	0	1.4847356993
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)	4522.3702717218	2309.9040378655	1766.3698738225	1436.7137664036	1368.8362021844	1969.3111704513	1916.9047660089	1349.6054962131	1558.8505742194	1903.063076724	1396.828741773	2924.2170002643	1658.3735917102	2493.7989447247	1444.3102574713	2182.76983404
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	1.0898737665	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Microcoleus.s__Microcoleus_vaginatus	3.104913734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4565445871
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Nostoc.s__Nostoc_punctiforme	0	7.0281306521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Oscillatoria.s__Oscillatoria_nigro_viridis	2.3551023965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	14.3560182794	0	0	0	0
