# Pathway	W100	W105	W111	W117	W154	W183	W189	W193	W196	W234	W53	W64	W79	W85	W89	W91
ko03008|unclassified	167.0257560976	74.8093170732	56.5437804878	50.1943414634	59.0293170732	108.5130243902	102.3747560976	68.6365121951	96.3589756098	56.5058780488	57.8871707317	95.3318780488	45.997	71.1458780488	40.2145609756	52.213804878
ko03010	4863.1630138889	2454.0711527778	2010.8594583333	1860.1123611111	1914.0025277778	2668.3927916667	2557.8031388889	1898.4598472222	2511.2328888889	1677.875	2030.7388888889	2923.1494444444	1592.237625	2361.8387083333	1399.7473888889	1901.5199583333
ko03010|g__Achromobacter.s__Achromobacter_piechaudii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_junii	1.0311944444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_lwoffii	0	0	0	0	0	8.3157222222	0	1.5943333333	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	3.0525694444	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_tandoii	0	0	0	0	0	47.3912083333	0	0	0	0	0	0	0	0	0	0
ko03010|g__Acinetobacter.s__Acinetobacter_towneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Agrobacterium.s__Agrobacterium_tumefaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0.1528472222	0	0	0	0
ko03010|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Alistipes.s__Alistipes_onderdonkii	0	0	0	0	0	0	0	0	0	0	0	0.7026111111	0	0	0	0
ko03010|g__Allochromatium.s__Allochromatium_vinosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Arthrobacter.s__Arthrobacter_sp_TB_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Azoarcus.s__Azoarcus_toluclasticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bacillus.s__Bacillus_megaterium	0	1.3928194444	0	0	0	0	0	0	0	0	0	0	0	0.6232638889	0	0
ko03010|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bdellovibrio.s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Bradyrhizobium.s__Bradyrhizobium_diazoefficiens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0510694444
ko03010|g__Bradyrhizobium.s__Bradyrhizobium_japonicum	0	0	0	0	0	0	0	0	0	0	0	0	7.2947361111	23.6088333333	0	24.3485972222
ko03010|g__Brevundimonas.s__Brevundimonas_abyssalis	42.2950694444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Candidatus_Solibacter.s__Candidatus_Solibacter_usitatus	0	0	0	0	0	0	0	0	0	15.3154583333	0	0	0	0	8.4013333333	0
ko03010|g__Caulobacter.s__Caulobacter_vibrioides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Cetobacterium.s__Cetobacterium_somerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Chlorobium.s__Chlorobium_limicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Clostridium.s__Clostridium_symbiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	2.2160555556	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Cylindrospermopsis.s__Cylindrospermopsis_raciborskii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Dechloromonas.s__Dechloromonas_aromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfobacter.s__Desulfobacter_postgatei	0	0	0	0	0	0	0.3432361111	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	1.6583194444	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfotignum.s__Desulfotignum_phosphitoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0.2969305556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfovibrio.s__Desulfovibrio_desulfuricans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Desulfovibrio.s__Desulfovibrio_magneticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Dyella.s__Dyella_ginsengisoli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Eudoraea.s__Eudoraea_adriatica	0	0	0	0	0	0	0.2391944444	0.3108333333	0	0	0	0	0	0	0	0
ko03010|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Exiguobacterium.s__Exiguobacterium_pavilionensis	0	3.0583055556	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Exiguobacterium.s__Exiguobacterium_sibiricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Geminocystis.s__Geminocystis_herdmanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Geobacter.s__Geobacter_lovleyi	0	0.5067916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Geodermatophilus.s__Geodermatophilus_obscurus	0	45.6414166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Gillisia.s__Gillisia_limnaea	121.6277916667	0	0	39.7071527778	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Haliscomenobacter.s__Haliscomenobacter_hydrossis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Halomonas.s__Halomonas_boliviensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Halomonas.s__Halomonas_titanicae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Hyphomicrobium.s__Hyphomicrobium_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Intrasporangium.s__Intrasporangium_calvum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Janthinobacterium.s__Janthinobacterium_lividum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0.0557638889	0	0	0	0	0	0	0	0
ko03010|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Kocuria.s__Kocuria_sp_UCD_OTCP	0	42.1827222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Labrenzia.s__Labrenzia_aggregata	0	0	0	0	0.3232361111	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Lactococcus.s__Lactococcus_garvieae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Lamprocystis.s__Lamprocystis_purpurea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Leeia.s__Leeia_oryzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	6.16125	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Massilia.s__Massilia_timonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Mesorhizobium.s__Mesorhizobium_loti	0	0	0	0	0	0	0	0	0	3.8826805556	0	10.28475	7.9152083333	8.0279722222	0	10.7817083333
ko03010|g__Methanobacterium.s__Methanobacterium_formicicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	4.5182083333	0	0	0	0	0	0	0	0	0
ko03010|g__Methanolobus.s__Methanolobus_psychrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Methanolobus.s__Methanolobus_tindarius	0	0	0	0	0	0	0.1704166667	0	0	0	0	0	0	0	0	0
ko03010|g__Methanosaeta.s__Methanosaeta_concilii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Methanosaeta.s__Methanosaeta_harundinacea	0	0	0	0	0	0	1.8732083333	0	2.33325	0	0	0	0	0	0	0
ko03010|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	2.7672638889	0	0	0	0	0	0	0	0	0
ko03010|g__Methanosarcina.s__Methanosarcina_barkeri	5.4392083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Methanospirillum.s__Methanospirillum_hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Methylocystis.s__Methylocystis_rosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Microbacterium.s__Microbacterium_laevaniformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Microcoleus.s__Microcoleus_vaginatus	1.6959305556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Mycobacterium.s__Mycobacterium_tusciae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Mycobacterium.s__Mycobacterium_vaccae	0	0	0	0	0	0	0	0	0	0	0	7.1645555556	0	0	0	0
ko03010|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5878611111
ko03010|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Nocardioidaceae_noname.s__Nocardioidaceae_bacterium_Broad_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Nodularia.s__Nodularia_spumigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Nostoc.s__Nostoc_punctiforme	0	2.4638194444	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Novosphingobium.s__Novosphingobium_aromaticivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Ornithinimicrobium.s__Ornithinimicrobium_pekingense	0	7.3221388889	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Oscillatoria.s__Oscillatoria_acuminata	11.4855694444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Oscillatoria.s__Oscillatoria_nigro_viridis	1.0939305556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Paenisporosarcina.s__Paenisporosarcina_sp_TG_14	1.9772222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Peptostreptococcaceae_noname.s__Clostridium_bifermentans	0	0	0	0	36.2482361111	0	8.3995	2.3804166667	57.6016388889	0	0	0	0	0	0	0
ko03010|g__Peptostreptococcaceae_noname.s__Clostridium_glycolicum	0	0	0	0	0	1.7669305556	3.7957083333	0	4.6692916667	0	0	0	0	0	0	0
ko03010|g__Peptostreptococcaceae_noname.s__Clostridium_sticklandii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Perlucidibaca.s__Perlucidibaca_piscinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	19.5653472222	0	0	0	0
ko03010|g__Prevotella.s__Prevotella_copri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Prevotella.s__Prevotella_paludivivens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	1.0993472222	0	0	0	0	0	0
ko03010|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Pseudomonas.s__Pseudomonas_stutzeri	2.8721666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Psychrobacter.s__Psychrobacter_aquaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Psychrobacter.s__Psychrobacter_arcticus	0	0	0	0	0	0	0	0	0	0	22.4437916667	0	0	0	0	0
ko03010|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	13.3428055556	0	0	0	0	0
ko03010|g__Rhizobium.s__Rhizobium_giardinii	0	0	0	0	0	0	0	0	0	0	0	0	1.3717222222	0	0	0
ko03010|g__Rhizobium.s__Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	1.8024583333	3.4660416667	0	0
ko03010|g__Rhodanobacter.s__Rhodanobacter_fulvus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Rhodococcus.s__Rhodococcus_erythropolis	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7182361111	0	1.9340694444
ko03010|g__Rhodonellum.s__Rhodonellum_psychrophilum	0.7524027778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	17.6931527778	0	0	0	0	0	0	0	33.7812916667	0	22.0685555556	11.5355972222	27.9601666667	24.758375	41.0354722222
ko03010|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Sorangium.s__Sorangium_cellulosum	4.7780972222	1.4667638889	2.0054027778	0	0	0	0	0	0	0	0	0	3.4340555556	3.5571944444	0	0
ko03010|g__Stenotrophomonas.s__Stenotrophomonas_maltophilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Streptomyces.s__Streptomyces_chartreusis	0	15.5346388889	0	0	0	0	0	0	0	0	0	0	3.00775	15.598625	0	0
ko03010|g__Sulfuricella.s__Sulfuricella_denitrificans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Sulfuricurvum.s__Sulfuricurvum_kujiense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Sulfurovum.s__Sulfurovum_sp_AR	0	0	0	0	0	0	63.0408472222	16.0288333333	57.174375	0	0	0	0	0	0	0
ko03010|g__Thalassiosira.s__Thalassiosira_pseudonana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Thauera.s__Thauera_aminoaromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Thauera.s__Thauera_phenylacetica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Thauera.s__Thauera_terpenica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Thiobacillus.s__Thiobacillus_denitrificans	150.4734722222	0	0	1.7586805556	0	6.3908888889	0.9089027778	0	0	0	79.968875	4.4258055556	0	0	0	0
ko03010|g__Thiobacillus.s__Thiobacillus_thioparus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03010|g__Thiocapsa.s__Thiocapsa_marina	0	0	0	0	0	0	0	0	0	0	0.4971111111	0	0	0	0	0
ko03010|unclassified	4518.1713333333	2316.5116388889	2008.8540416667	1818.6465416667	1867.3953888889	2601.4755	2473.3502777778	1878.0896805556	2389.62675	1623.7961805556	1914.4863333333	2858.7848888889	1555.8761388889	2276.2784583333	1366.5876111111	1811.7811388889
ko03013	96.3625	39.7421969697	36.3182575758	36.9879090909	52.7822575758	91.7128484848	89.1746515152	59.8199393939	89.0613181818	28.8016515152	60.229	53.3091666667	31.4584545455	43.5349848485	23.8892424242	29.5662121212
ko03013|g__Achromobacter.s__Achromobacter_xylosoxidans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Acidovorax.s__Acidovorax_ebreus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Acinetobacter.s__Acinetobacter_pittii_calcoaceticus_nosocomialis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Albidiferax.s__Albidiferax_ferrireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Anaeromyxobacter.s__Anaeromyxobacter_dehalogenans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Bacillus.s__Bacillus_cereus_thuringiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Bacillus.s__Bacillus_megaterium	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0.0193939394	0	0
ko03013|g__Bacteroides.s__Bacteroides_dorei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Bdellovibrio.s__Bdellovibrio_bacteriovorus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Candidatus_Accumulibacter.s__Candidatus_Accumulibacter_phosphatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Clostridium.s__Clostridium_beijerinckii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Clostridium.s__Clostridium_carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Clostridium.s__Clostridium_saccharobutylicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Clostridium.s__Clostridium_saccharoperbutylacetonicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Comamonas.s__Comamonas_testosteroni	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Corallococcus.s__Corallococcus_coralloides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Cyanobium.s__Cyanobium_gracile	0	0	0	0	0.0446515152	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Dechloromonas.s__Dechloromonas_aromatica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Delftia.s__Delftia_acidovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Desulfococcus.s__Desulfococcus_oleovorans	0	0	0	0	0.0119242424	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Desulfomicrobium.s__Desulfomicrobium_baculatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Desulfomonile.s__Desulfomonile_tiedjei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Desulfovibrio.s__Desulfovibrio_africanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Exiguobacterium.s__Exiguobacterium_antarcticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Exiguobacterium.s__Exiguobacterium_sp_AT1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Exiguobacterium.s__Exiguobacterium_sp_MH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Geobacter.s__Geobacter_metallireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Geobacter.s__Geobacter_uraniireducens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Hyphomonas.s__Hyphomonas_neptunium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Kangiella.s__Kangiella_aquimarina	0	0	0	0	0	0	0	0.0139393939	0	0	0	0	0	0	0	0
ko03013|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Marinobacter.s__Marinobacter_adhaerens	0	0	0	0	0.0155757576	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Methanobacterium.s__Methanobacterium_formicicum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Methanocella.s__Methanocella_paludicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Methanocorpusculum.s__Methanocorpusculum_labreanum	0	0	0	0	0	0	0.8835909091	0	0	0	0	0	0	0	0	0
ko03013|g__Methanolobus.s__Methanolobus_psychrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Methanosaeta.s__Methanosaeta_concilii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Methanosaeta.s__Methanosaeta_harundinacea	0	0	0	0	0	0	0.4206060606	0	0.5146363636	0	0	0	0	0	0	0
ko03013|g__Methanosarcina.s__Methanosarcina_acetivorans	0	0	0	0	0	0	0.4123484848	0	0	0	0	0	0	0	0	0
ko03013|g__Methanosarcina.s__Methanosarcina_barkeri	1.5460606061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Methanospirillum.s__Methanospirillum_hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Microcoleus.s__Microcoleus_vaginatus	0.1287878788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Microcystis.s__Microcystis_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Micromonospora.s__Micromonospora_lupini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Niastella.s__Niastella_koreensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040530303
ko03013|g__Nitrospira.s__Candidatus_Nitrospira_defluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Nostoc.s__Nostoc_punctiforme	0	0.0761363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Oscillatoria.s__Oscillatoria_acuminata	0.5842121212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Oscillatoria.s__Oscillatoria_nigro_viridis	0.0466363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Planctomyces.s__Planctomyces_limnophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Polaromonas.s__Polaromonas_naphthalenivorans	0	0	0	0	0	0	0	0	0	0	0	0.2552424242	0	0	0	0
ko03013|g__Pseudomonas.s__Pseudomonas_mandelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Pseudomonas.s__Pseudomonas_putida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Pseudomonas.s__Pseudomonas_stutzeri	0.0148333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Psychrobacter.s__Psychrobacter_cryohalolentis	0	0	0	0	0	0	0	0	0	0	0.3387121212	0	0	0	0	0
ko03013|g__Rhodanobacter.s__Rhodanobacter_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Rhodopseudomonas.s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko03013|g__Sideroxydans.s__Sideroxydans_lithotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
